Projection,Level,Account Type,Account,Account Description,2025 Department Budget,2026 Department Budget,2027 Department Budget,2028 Department Budget,2029 Department Budget,2030 Department Budget,2031 Department Budget,2032 Department Budget,2033 Department Budget,2034 Department Budget,2024 Projected Actuals,2024 Original Budget,2024 Revised Budget,2024 Actuals,2023 Original Budget,2023 Revised Budget,2023 Actuals,2022 Revised Budget,2022 Actuals
20251,Department,E,1110-4220-02-22100-552310-0000-000000-00000-0000-,HEALTH INSURANCE              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"27,378.00","27,378.00","19,324.50","32,564.00","32,564.00","30,462.00","30,764.00","30,221.40"
20251,Department,E,1110-4220-02-22100-552312-0000-000000-00000-0000-,EMPLOYER HSA CONTRIBUTION     ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,275.00,275.00,150.00,0.00,305.80
20251,Department,E,1110-4220-02-22100-552400-0000-000000-00000-0000-,GROUP LIFE INSURANCE          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,032.00","4,166.00","2,955.96","4,286.00","4,286.00","4,169.54","4,286.00","4,286.16"
20251,Department,E,1110-4220-02-22100-552700-0000-000000-00000-0000-,WORKMAN'S COMPENSATION        ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,254.00,254.00,254.00,333.00,333.00,333.00,350.00,254.88
20251,Department,E,1110-4220-02-22100-610130-0000-000000-00000-0000-,TESTING SERVICES              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-4220-02-22100-630313-0000-000000-00000-0000-,HARDWARE MAINTENANCE          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,500.00,0.00,"1,500.00","1,500.00",0.00,"1,500.00",180.00
20251,Department,E,1110-4220-02-22100-630320-0000-000000-00000-0000-,REPAIRS & MAINTENANCE         ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,500.00,0.00,"2,000.00","2,000.00","1,004.00","1,900.00","1,152.00"
20251,Department,E,1110-4220-02-22100-630330-0000-000000-00000-0000-,SOFTWARE AND EQUIPMENT LICENS ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,100.00","5,100.00","2,547.90","1,000.00","1,000.00","3,843.00",0.00,0.00
20251,Department,E,1110-4220-02-22100-635210-0000-000000-00000-0000-,POSTAL SERVICES               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,750.00,750.00,332.00,750.00,750.00,756.09,900.00,306.14
20251,Department,E,1110-4220-02-22100-635236-0000-000000-00000-0000-,TELECOMMUNICATIONS            ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,300.00","3,300.00","1,532.92","3,250.00","3,250.00","2,928.55","3,600.00","3,203.23"
20251,Department,E,1110-4220-02-22100-643610-0000-000000-00000-0000-,ADVERTISING                   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,150.00,150.00,0.00,150.00,150.00,0.00,125.00,0.00
20251,Department,E,1110-4220-02-22100-660000-0000-000000-00000-0000-,MATERIALS & SUPPLIES          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,000.00","1,000.00",670.68,"1,000.00","1,000.00",462.12,250.00,739.30
20251,Department,E,1110-4220-02-22100-660010-0000-000000-00000-0000-,OFFICE SUPPLIES               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,000.00","4,000.00","1,971.30","4,000.00","4,000.00","2,823.22","4,000.00","3,810.17"
20251,Department,E,1110-4220-02-22100-660200-0000-000000-00000-0000-,BOOKS & SUBSCRIPTIONS         ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,500.00","3,500.00","3,156.41","3,500.00","3,500.00","3,722.98","4,000.00","3,290.17"
20251,Department,E,1110-4220-02-22100-665810-0000-000000-00000-0000-,DUES                          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,700.00","2,700.00",200.00,"2,200.00","2,200.00","1,930.00","2,170.00","2,635.00"
20251,Department,E,1110-4220-02-22100-685510-0000-000000-00000-0000-,MILEAGE                       ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,500.00","1,500.00",506.97,350.00,"2,058.68","1,530.43",383.60,348.32
20251,Department,E,1110-4220-02-22100-685530-0000-000000-00000-0000-,LODGING & MEALS               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,500.00","5,500.00","1,731.28","1,700.00","3,939.40","3,180.75","2,553.04","2,851.94"
20251,Department,E,1110-4220-02-22100-685540-0000-000000-00000-0000-,SEMINARS & TUITIONS           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,900.00,900.00,250.00,400.00,400.00,400.00,400.00,400.00
20251,Department,E,1110-4220-02-22100-810100-0000-000000-00000-0000-,OFFICE EQUIPMENT              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,000.00","1,000.00",0.00,"1,000.00","1,000.00",0.00,"1,000.00",340.96
20251,Department,E,1110-4220-02-22100-810200-0000-000000-00000-0000-,OFFICE FURNITURE              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,000.00","1,000.00",0.00,"1,000.00","1,000.00",665.52,"1,500.00","1,199.16"
20251,Department,E,1110-4220-02-22100-810300-0000-000000-00000-0000-,IT EQUIPMENT                  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,000.00","2,000.00",104.51,"2,000.00","2,000.00","2,174.44","2,300.00",998.86
20251,Department,E,1110-4230-01-12310-501210-0000-000000-00000-0000-,SALARIES AND WAGES FULL TIME  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"196,834.00","196,834.00","147,918.97","190,357.00","190,357.00","187,347.72","187,293.00","186,354.28"
20251,Department,E,1110-4230-01-12310-501310-0000-000000-00000-0000-,SALARIES AND WAGES PART TIME  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"12,000.00","12,000.00",0.00,"6,277.00","6,277.00",0.00,0.00,0.00
20251,Department,E,1110-4230-01-12310-501410-0000-000000-00000-0000-,SALARIES AND WAGES OVERTIME   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,163.00",0.00
20251,Department,E,1110-4230-01-12310-501900-0000-000000-00000-0000-,LEAVE PAYOUT                  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,358.40"
20251,Department,E,1110-4230-01-12310-552100-0000-000000-00000-0000-,FICA                          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"15,976.00","15,976.00","10,441.07","14,327.00","14,327.00","13,320.98","14,111.00","13,530.28"
20251,Department,E,1110-4230-01-12310-552210-0000-000000-00000-0000-,VRS                           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"17,895.00","17,895.00","12,780.08","21,180.00","21,180.00","17,043.12","19,199.00","17,865.44"
20251,Department,E,1110-4230-01-12310-552212-0000-000000-00000-0000-,VRS HYBRID                    ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,015.00","3,015.00","2,910.97","3,506.00","3,506.00","3,083.28",0.00,"1,630.32"
20251,Department,E,1110-4230-01-12310-552214-0000-000000-00000-0000-,VRS HYBRID 401A               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,386.00,386.00,349.11,340.00,340.00,365.91,0.00,170.03
20251,Department,E,1110-4230-01-12310-552216-0000-000000-00000-0000-,VIRGINIA LOCAL DISABILITY PRO ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,205.00,205.00,185.09,180.00,180.00,193.96,0.00,90.21
20251,Department,E,1110-4230-01-12310-552218-0000-000000-00000-0000-,VRS RET DC VOLUNTARY EMPLOY   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,965.00,965.00,689.39,0.00,0.00,689.40,0.00,0.00
20251,Department,E,1110-4230-01-12310-552220-0000-000000-00000-0000-,VRS HEALTH INSURANCE CREDIT   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,236.00,236.00,0.00,236.00,0.00
20251,Department,E,1110-4230-01-12310-552310-0000-000000-00000-0000-,HEALTH INSURANCE              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"45,930.00","45,930.00","31,511.00","31,937.00","31,937.00","39,800.00","29,452.00","29,837.08"
20251,Department,E,1110-4230-01-12310-552312-0000-000000-00000-0000-,EMPLOYER HSA CONTRIBUTION     ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,008.00","1,008.00",431.50,0.00,252.00
20251,Department,E,1110-4230-01-12310-552400-0000-000000-00000-0000-,GROUP LIFE INSURANCE          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,638.00","2,638.00","1,982.10","2,510.00","2,510.00","2,509.44","2,429.00","2,488.32"
20251,Department,E,1110-4230-01-12310-552700-0000-000000-00000-0000-,WORKMAN'S COMPENSATION        ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,95.00,95.00,95.00,95.00,95.00,100.00,133.80
20251,Department,E,1110-4230-01-12310-610130-0000-000000-00000-0000-,TESTING SERVICES              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.00,0.00,0.00,0.00,0.00,67.00
20251,Department,E,1110-4230-01-12310-610141-0000-000000-00000-0000-,DATA PROCESSING SERVICES      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"13,500.00","13,500.00","5,810.57","13,500.00","13,500.00","3,981.43","7,000.00","5,775.69"
20251,Department,E,1110-4230-01-12310-630312-0000-000000-00000-0000-,SOFTWARE PURCHASES AND MAINTE ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-4230-01-12310-630320-0000-000000-00000-0000-,REPAIRS & MAINTENANCE         ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,235.00,235.00,0.00,235.00,0.00
20251,Department,E,1110-4230-01-12310-635210-0000-000000-00000-0000-,POSTAL SERVICES               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600.00,600.00,0.00,550.00,550.00,760.00,500.00,198.00
20251,Department,E,1110-4230-01-12310-635236-0000-000000-00000-0000-,TELECOMMUNICATIONS            ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00
20251,Department,E,1110-4230-01-12310-643610-0000-000000-00000-0000-,ADVERTISING                   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,550.00,550.00,0.00,550.00,550.00,301.52,500.00,736.52
20251,Department,E,1110-4230-01-12310-660010-0000-000000-00000-0000-,OFFICE SUPPLIES               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600.00,600.00,821.57,600.00,600.00,"1,259.59",600.00,312.41
20251,Department,E,1110-4230-01-12310-660080-0000-000000-00000-0000-,FUEL OIL                      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,200.00,0.00,200.00,200.00,34.08,200.00,0.00
20251,Department,E,1110-4230-01-12310-660081-0000-000000-00000-0000-,GASOLINE/OIL/LUBRICANTS       ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-4230-01-12310-665810-0000-000000-00000-0000-,DUES                          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,490.00,490.00,100.00,490.00,490.00,825.00,450.00,270.00
20251,Department,E,1110-4230-01-12310-665814-0000-000000-00000-0000-,RECORDS MANAGMENT SYSTEM      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,000.00","2,000.00",506.51,"2,000.00","2,000.00","1,980.00","2,000.00","3,080.00"
20251,Department,E,1110-4230-01-12310-675410-0000-000000-00000-0000-,LEASE OFFICE EQUIPMENT        ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,800.00","1,800.00","1,263.00","1,800.00","1,800.00","1,858.91","1,600.00","1,518.31"
20251,Department,E,1110-4230-01-12310-685510-0000-000000-00000-0000-,MILEAGE                       ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600.00,600.00,181.17,500.00,500.00,779.87,300.00,211.68
20251,Department,E,1110-4230-01-12310-685530-0000-000000-00000-0000-,LODGING & MEALS               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,750.00,750.00,609.73,750.00,750.00,884.50,750.00,616.03
20251,Department,E,1110-4230-01-12310-685540-0000-000000-00000-0000-,SEMINARS & TUITIONS           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,500.00","1,500.00","1,305.00","1,500.00","1,500.00",985.00,"1,000.00",545.00
20251,Department,E,1110-4230-01-12310-695800-0000-000000-00000-0000-,MICELLANEOUS                  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,600.00","3,600.00","2,189.22","3,600.00","3,600.00","3,900.00","3,600.00","3,000.00"
20251,Department,E,1110-4230-01-12310-810100-0000-000000-00000-0000-,OFFICE EQUIPMENT              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,185.97
20251,Department,E,1110-4230-01-12310-810200-0000-000000-00000-0000-,OFFICE FURNITURE              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,357.98,0.00,0.00,0.00,0.00,285.96
20251,Department,E,1110-4230-01-12311-610141-0000-000000-00000-0000-,DATA PROCESSING SERVICES      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,500.00,0.00,500.00,500.00,500.00,500.00,500.00
20251,Department,E,1110-4230-01-12311-635210-0000-000000-00000-0000-,POSTAL SERVICES               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,800.00,800.00,0.00,800.00,800.00,800.00,750.00,0.00
20251,Department,E,1110-4230-01-12311-643610-0000-000000-00000-0000-,ADVERTISING                   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,300.00,339.28,300.00,300.00,252.52,250.00,237.52
20251,Department,E,1110-4230-01-12311-660010-0000-000000-00000-0000-,OFFICE SUPPLIES               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,300.00,99.03,300.00,300.00,334.23,300.00,225.96
20251,Department,E,1110-4230-01-12312-610141-0000-000000-00000-0000-,DATA PROCESSING SERVICES      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,000.00","4,000.00","9,673.57","3,785.00","3,785.00","1,210.98","3,000.00","3,909.24"
20251,Department,E,1110-4230-01-12312-635210-0000-000000-00000-0000-,POSTAL SERVICES               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,850.00,850.00,0.00,850.00,850.00,800.00,"1,400.00",456.57
20251,Department,E,1110-4230-01-12312-643610-0000-000000-00000-0000-,ADVERTISING                   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,200.00,0.00,200.00,200.00,203.52,150.00,252.52
20251,Department,E,1110-4230-01-12312-660010-0000-000000-00000-0000-,OFFICE SUPPLIES               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,500.00,600.00,500.00,500.00,512.81,500.00,348.89
20251,Department,E,1110-4230-01-12320-610141-0000-000000-00000-0000-,DATA PROCESSING SERVICES      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,000.00","5,000.00",0.00,"2,000.00","2,000.00","2,000.00",0.00,0.00
20251,Department,E,1110-4230-01-12320-610170-0000-000000-00000-0000-,ASSESSOR SERVICES             ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"12,000.00","12,000.00",0.00,"8,500.00","14,128.00","14,128.00","12,100.00","11,990.00"
20251,Department,E,1110-4230-01-12320-635210-0000-000000-00000-0000-,POSTAL SERVICES               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,250.00,0.00,250.00,250.00,0.00,250.00,250.00
20251,Department,E,1110-4230-05-53300-695810-0000-000000-00000-0000-,TAX RELIEF EXPENSE            ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"83,137.85"
20251,Department,E,1110-4230-08-81700-610141-0000-000000-00000-0000-,DATA PROCESSING SERVICES      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,000.00","6,000.00","4,000.00","6,000.00","6,000.00","6,000.00",0.00,"6,000.00"
20251,Department,E,1110-4230-08-81700-610192-0000-000000-00000-0000-,911 ADDRESS MAINTENANCE       ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,000.00","3,000.00",0.00,"6,000.00",0.00
20251,Department,E,1110-4230-08-81700-610194-0000-000000-00000-0000-,TAX MAP SERVICES              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"8,000.00","8,000.00",850.00,"8,000.00","8,000.00","2,528.75","3,500.00","5,959.36"
20251,Department,E,1110-4230-08-81700-630312-0000-000000-00000-0000-,SOFTWARE PURCHASES AND MAINTE ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,500.00","2,500.00",0.00,"5,382.00",0.00
20251,Department,E,1110-4230-08-81700-630320-0000-000000-00000-0000-,REPAIRS & MAINTENANCE         ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,500.00","1,500.00",0.00,"1,500.00",0.00
20251,Department,E,1110-4230-08-81700-660010-0000-000000-00000-0000-,OFFICE SUPPLIES               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00
20251,Department,E,1110-4240-01-12410-501210-0000-000000-00000-0000-,SALARIES AND WAGES FULL TIME  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"192,413.00","192,413.00","137,414.58","183,250.00","183,250.00","183,250.32","174,523.00","174,522.96"
20251,Department,E,1110-4240-01-12410-501310-0000-000000-00000-0000-,SALARIES AND WAGES PART TIME  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"12,994.00","12,994.00","6,491.46","11,897.00","11,897.00","11,203.57","11,330.00","10,570.46"
20251,Department,E,1110-4240-01-12410-501410-0000-000000-00000-0000-,SALARIES AND WAGES OVERTIME   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,939.00,939.00,0.00,894.00,894.00,0.00,851.00,241.22
20251,Department,E,1110-4240-01-12410-552100-0000-000000-00000-0000-,FICA                          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"15,786.00","15,786.00","10,354.38","14,489.00","14,489.00","14,032.01","14,283.00","13,160.64"
20251,Department,E,1110-4240-01-12410-552210-0000-000000-00000-0000-,VRS                           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"21,762.00","21,762.00","15,541.44","19,739.00","19,739.00","20,725.68","18,482.00","18,482.13"
20251,Department,E,1110-4240-01-12410-552310-0000-000000-00000-0000-,HEALTH INSURANCE              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"31,560.00","31,560.00","22,267.50","30,938.00","30,938.00","29,744.00","28,538.00","26,177.64"
20251,Department,E,1110-4240-01-12410-552400-0000-000000-00000-0000-,GROUP LIFE INSURANCE          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,578.00","2,578.00","1,841.19","2,339.00","2,339.00","2,455.44","2,338.00","2,338.56"
20251,Department,E,1110-4240-01-12410-552700-0000-000000-00000-0000-,WORKMAN'S COMPENSATION        ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,133.00,133.00,133.00,133.00,133.00,111.16,140.00,137.16
20251,Department,E,1110-4240-01-12410-610130-0000-000000-00000-0000-,TESTING SERVICES              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,94.00
20251,Department,E,1110-4240-01-12410-610141-0000-000000-00000-0000-,DATA PROCESSING SERVICES      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"9,000.00","9,000.00","6,603.21","8,800.00","8,800.00","10,017.88","8,800.00","5,522.10"
20251,Department,E,1110-4240-01-12410-610161-0000-000000-00000-0000-,BANK SERVICE FEES             ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,000.00","6,000.00",0.00,"4,500.00","4,500.00","10,132.70","2,500.00","6,681.81"
20251,Department,E,1110-4240-01-12410-610162-0000-000000-00000-0000-,ELECTRONIC PAYMENT SERVICE    ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,400.00,268.00,0.00,0.00,402.00,0.00,167.50
20251,Department,E,1110-4240-01-12410-610163-0000-000000-00000-0000-,WEB HOSTING FEES              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,500.00","2,500.00",0.00,"8,160.00","7,160.00"
20251,Department,E,1110-4240-01-12410-610165-0000-000000-00000-0000-,OUTSIDE SERVICES              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,500.00","2,500.00",0.00,"2,500.00","2,500.00",0.00,"2,500.00","3,198.42"
20251,Department,E,1110-4240-01-12410-630320-0000-000000-00000-0000-,REPAIRS & MAINTENANCE         ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,200.00,65.00,200.00,200.00,0.00,200.00,0.00
20251,Department,E,1110-4240-01-12410-635210-0000-000000-00000-0000-,POSTAL SERVICES               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"20,000.00","20,000.00","11,577.60","17,100.00","17,100.00","25,079.58","16,250.00","15,892.60"
20251,Department,E,1110-4240-01-12410-635236-0000-000000-00000-0000-,TELECOMMUNICATIONS            ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,0.00,50.00,50.00,0.00,50.00,0.00
20251,Department,E,1110-4240-01-12410-643610-0000-000000-00000-0000-,ADVERTISING                   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,500.00","1,500.00",279.00,"1,500.00","1,500.00",579.00,900.00,549.00
20251,Department,E,1110-4240-01-12410-643840-0000-000000-00000-0000-,RECORDING FEES                ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,0.00,50.00,50.00,0.00,50.00,0.00
20251,Department,E,1110-4240-01-12410-643850-0000-000000-00000-0000-,DMV FEES                      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"8,750.00","8,750.00","6,400.00","8,750.00","8,750.00","21,400.00","8,500.00","4,150.00"
20251,Department,E,1110-4240-01-12410-660010-0000-000000-00000-0000-,OFFICE SUPPLIES               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,000.00","5,000.00","4,084.53","2,500.00","2,500.00","4,085.78","2,500.00","4,824.33"
20251,Department,E,1110-4240-01-12410-665810-0000-000000-00000-0000-,DUES                          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,700.00,700.00,400.00,700.00,700.00,580.00,700.00,505.00
20251,Department,E,1110-4240-01-12410-675410-0000-000000-00000-0000-,LEASE OFFICE EQUIPMENT        ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,800.00","1,800.00","1,263.01","1,750.00","1,750.00","2,135.70","1,350.00","1,468.40"
20251,Department,E,1110-4240-01-12410-685510-0000-000000-00000-0000-,MILEAGE                       ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600.00,600.00,114.23,500.00,500.00,243.66,500.00,224.64
20251,Department,E,1110-4240-01-12410-685530-0000-000000-00000-0000-,LODGING & MEALS               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,500.00","1,500.00",604.28,"1,000.00","1,000.00",369.82,"1,000.00",679.64
20251,Department,E,1110-4240-01-12410-685540-0000-000000-00000-0000-,SEMINARS & TUITIONS           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,500.00","1,500.00","1,105.00","1,475.00","1,475.00",795.00,"1,475.00",625.00
20251,Department,E,1110-4240-01-12410-810100-0000-000000-00000-0000-,OFFICE EQUIPMENT              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,700.00,700.00,0.00,700.00,700.00,0.00,700.00,312.75
20251,Department,E,1110-4240-01-12410-810200-0000-000000-00000-0000-,OFFICE FURNITURE              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,500.00,169.99,500.00,500.00,0.00,500.00,315.37
20251,Department,E,1110-4240-01-12410-810300-0000-000000-00000-0000-,IT EQUIPMENT                  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,750.00,750.00,0.00,750.00,750.00,0.00,750.00,53.93
